,id,unique_id,Name,strasse_nr,Postal Code,Category,angebot,Delivery,beschreibung_lieferangebot,Takeaway,angebot_selbstabholung,fon,w3,mail,montag,dienstag,mittwoch,donnerstag,freitag,samstag,sonntag
13,3673,1253,Royals&Rice Berlin,Torstraße 164,10115,"Food service (Café, Restaurant, Diner, Grocery, etc.)","Unser kulinarisches Angebot bietet eine Vielzahl unterschiedlichster Köstlichkeiten. Hierzu gehören u.a. vietnamesisches Streetfood, Bao-Burger, klassisches und veganes Sushi, besondere Sommerrollen, kreative Currys und vieles mehr",True,Unsere aktuellen Liefergebiete werden auf unsere Webseite veröffentlicht,True,"Bestellungen zum abholen bieten wir täglich von 12:00 - 21:00 , unser Menü finden sie auf unserer Webseite",493066405111.0,https://www.royalsandriceberlin.de,info@royalsandriceberlin.de,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00
14,607,206,beets&roots,Große-Hamburger Straße 38,10115,"Food service (Café, Restaurant, Diner, Grocery, etc.)","Fresh & Healthy bowls, salads & wraps",True,"Lieferando, office order (mit selbst Lieferung)",True,Ihr können online bestellen und in unserer Restaurant abholen.,491734093502.0,https://www.beetsandroots.de,contact@beetsandroots.de,11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00,,
15,2911,994,rebenkind,Invalidenstraße 104,10115,"Food service (Café, Restaurant, Diner, Grocery, etc.)","Weinladen, Vinothek & Online-Shop (Weine, Spirituosen und Spezialitäten)",True,Lieferservice in Berlin-Mitte ab 6 Flaschen beliebig sortiert versandkostenfrei/Deutschlandweiter Versand mit UPS,True,,493027993733.0,https://www.rebenkind-weine.de,info@rebenkind.de,,11:00-19:00,11:00-19:00,11:00-19:00,11:00-22:00,11:00-18:00,
16,106,36,essen--fassen,Rheinsberger Straße 1,10115,"Food service (Café, Restaurant, Diner, Grocery, etc.)","belegte Brötchen, Salate, Obst",False,,False,,491734797784.0,https://www.essen--fassen.de,FFi123@gmx.de,,,,,,,
17,3436,1174,Restaurant Esszimmer,Scharnhorststraße 28-29,10115,"Food service (Café, Restaurant, Diner, Grocery, etc.)",Deutsche und regionale Küche,False,,True,"Ab dem 27.04.2020 ist eine Abholung zwischen 12,00 Uhr und 20,00 Uhr möglich.",493020215301.0,https://www.esszimmer-berlin.de,kontakt@esszimmer-berlin.de,,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,
18,2431,830,Café Bar Central,Brunnenstraße 49,10115,"Food service (Café, Restaurant, Diner, Grocery, etc.)","Kaffeespezialitäten, Backwaren, Sandwiches, kalte und warme Speisen/Lunch, Salate",False,,True,Telefonische Bestellung möglich innerhalb der Öffnungszeiten 10:00-16:00 Uhr (Werktags),4915204463307.0,https://www.cafebar-central.com,mail@cafebar-central.com,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,11:00-17:00,
19,2689,917,Plain Wine,Brunnenstraße 43,10115,Beverage Store,Naturwein jeden Monat per Onlinebestellung,True,Wir liefern in ganz Deutschland jeden Monat 3 Flaschen Naturwein.,False,,4915168197705.0,https://plain.wine,hi@plain.wine,,,,,,,
20,388,131,Subway Catering,Chausseestraße 22,10115,"Food service (Café, Restaurant, Diner, Grocery, etc.)","Sandwichplatten, Cookieschalen, Getränke",True,Berlin,True,"Für Cateringplatten benötigen wir einen Vorlauf, wie auf unserer Website beschrieben.",4915201925004.0,https://sandwich-catering-berlin.de,sandwich-catering@berlin.de,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,10:00-23:00,10:00-23:00
21,658,224,Swipeby.de,Wöhlerstraße 12-13,10115,"Food service (Café, Restaurant, Diner, Grocery, etc.)",Online Bestellservice  mit Bedienung ans Auto,True,alle Restaurants können sich anmelden. Kunden bestellen per App und holen die Bestellung am Restaurant ab,True,alle angemeldeten Restaurant können ihre gesamte Speisekarte anbieten,493028448108.0,https://www.swipeby.de,info@swipeby.de,,,,,,,
22,2962,1011,Bötzow Privat,Linienstraße 113,10115,"Food service (Café, Restaurant, Diner, Grocery, etc.)","Deutsche Küche, Wiener Schnitzel...",True,Lieferung über Lieferando. Ansonsten take away vor Ort,True,"Deutsche Küche, Wiener Schnitzel, Spargel...",491774655251.0,https://www.boetzow-privat.de,kontakt@boetzow-privat.de,13:00-21:00,13:00-21:00,13:00-21:00,13:00-21:00,13:00-21:00,13:00-21:00,13:00-21:00
23,3733,1273,Fastfood,Chausseestraße 110,10115,Hardware Store,,False,,False,,,,,,,,,,,
24,1444,497,Chimosa,Linienstraße 127,10115,Health,Martial Arts | Fitness | Yoga | Tee,True,Wir liefern Onlinekurse!,False,,4915234251980.0,https://www.chimosa.de/,info@chimosa.de,,,,,,,
25,1960,670,GUT.GUT.,Schröderstraße 10,10115,Beverage Store,lebende aktive fermentierte Getränke (kombucha and Kefir Wasser),True,Lieferungen mit GUT.GUT. In Ring mit UPS überall Deutschland,True,By appointment only,491629039474.0,https://www.gutgut.co,sales@gutgut.co,10:00-18:00,,10:00-18:00,10:00-18:00,10:00-18:00,10:00-16:00,
26,685,234,Röststätte Berlin,Ackerstraße 173,10115,"Food service (Café, Restaurant, Diner, Grocery, etc.)","Frisch geröstete Kaffee - und Espressobohnen, Kaffeegetränke, Kaffeespezialitäten zu Mitnehmen, Frische Backwaren, Kuchen und Torten zum Mitnehmen",False,,True,,493040501650.0,https://www.roeststaette.com,info@roeststaette.com,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,09:30-18:00,09:30-18:00
27,691,236,Bowls & Booze,Torstraße 164,10115,"Food service (Café, Restaurant, Diner, Grocery, etc.)","Food und Drink Kooperation mit den ""Gebrüder Eggert"". Wir bieten 3 ""Food + Drink Menüs"" an. Leckeres Essen mit den dazu passenden Getränken, mit oder ohne Alkohol. Zum abholen oder liefern.",True,Lieferungen über Lieferando im Umkreis von 5km,True,,493062924947.0,,watch@pawndotcombar.berlin,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00
28,1975,675,Hito Falafel,Chausseestraße 4,10115,"Food service (Café, Restaurant, Diner, Grocery, etc.)",Arabische-Orientalische Küche,False,,True,,4917684670050.0,,hito-falafel@gmx.de,,,,,,,
29,1729,593,Essen statt Kochen Lieferservice,Rheinsberger Straße 1,10115,"Food service (Café, Restaurant, Diner, Grocery, etc.)",Internationale moderne Hausmannskost,True,Wir liefern in ganz Berlin ab 1 Person,False,,493076677763.0,https://www.essen-statt-kochen.de,frage@essen-statt-kochen.de,,10:00-14:00,10:00-14:00,10:00-14:00,10:00-14:00,,
30,2254,770,CORDO,Große Hamburger Straße 32,10115,"Food service (Café, Restaurant, Diner, Grocery, etc.)",Michelin besterntes Fine Dining,True,Lieferung eines festlichen Menüs bis 5km Umkreis. Menüpreis € 59. Alle Details auf unserer Webseite,True,"Bestellungen zum Liefern oder Abholen müssen uns am Vortag erreichen, am gleichen Tag bis maximal 13 Uhr bitte.",493027581215.0,https://cordo.berlin/,cordo@cordo.berlin,16:00-19:30,,,16:00-19:30,16:00-19:30,16:00-19:30,16:00-19:30
31,3535,1207,taeshy Handtaschenhalter Manufaktur,Scharnhorststraße 7e,10115,Other,Exklusive Handtaschenhalter - Handmade in Germany - Schmuckstücke und praktische Helfer in einem.,True,"Einfach im Online-Shop bestellen, wir liefern per DHL.",True,Bei Selbstabholung bitte Termin vereinbaren.,491736726892.0,https://taeshy.de,info@taeshy.de,,,,,,,
32,2272,776,INKAICO,Rheinsberger Straße 76/77,10115,Fashion / Clothing,handgemachte Schuhe aus Peru,True,Kostenlose Lieferung deutschlandweit. Unsere aktuellen Lieferzeiten werden auf unsere Webseite veröffentlicht.,False,,4917645987882.0,https://inkaicos.de,services@inkaicos.de,,,,,,,
33,1510,519,"Kroehan, Bress & Co. KG",Ackerstraße 145,10115,Other,"Zigarren und Zubehör, Spirituosen wie Whisky, Rum, Gin, Wein, Champagner, Kaffee und andere Genussgüter.",True,"Wir liefern unsere gesamten Produkte nach Bestellung via Mail, Telefon oder online unter www.herrenwerk.de",True,Innerhalb unserer Geschäftszeiten Mo-Sa 11:00-20:00 Uhr können unsere Produkte direkt oder nach vorheriger Rücksprache herausgegeben werden.,493030874892.0,https://www.kroehanbress.de,mail@kroehanbress.de,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,
34,766,262,Brasserie la bonne franquette,Chausseestraße 110,10115,"Food service (Café, Restaurant, Diner, Grocery, etc.)",Klassische Französische Küche,False,,True,Bestellungen werden jederzeit entgegengenommen. Abholung (später auch Lieferung) immer dienstags bis samstags in der Zeit von 17 bis 21 Uhr,493094405363.0,https://labonnefranquette.de,essen@labonnefranquette.de,,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,
35,2581,308,Izumo Restaurant-Sushi Bar,Kronenstraße 66,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)","Japanische Küche, Sushi",True,Unsere aktuellen Liefergebiete werden auf unsere Webseite veröffentlicht,True,,493020649938.0,https://www.sushi-izumi.de,info@sushi-izumi.de,,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00
36,22,8,BEB SO CATERING,Gertrud Kolmar str 4,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)",Konferenz Service Finger Food,False,,False,,491723812093.0,,,,,,,,,
37,3607,1231,JOSEPH Restaurant,Friedrichstraße 113,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)",Isrealiesche Küche,False,,True,"Das Joseph Restaurant hat Montag-Samstags von 12 Uhr - 20 Uhr geöffnet. Bestellungen können telefonisch oder online erfolgen. Zudem bieten wir ein 3-Gang Menü an, welches 2 Tage im Voraus bestellt werden kann.",4930314950700.0,http://www.josephberlin.de,info@josephberlin.de,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,
38,556,187,Quchnia,Markgrafenstraße 35,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)","Salate, Suppen, Spargel, Schnitzel. Quinta Bowls, Pizza, Pasta und Kuchen",True,Im Umkreis von 6 Km,True,Montag bis Sonntag von 12:00 Uhr bis 20:00 uhr,493020609286.0,https://www.quchnia.de,info@quchnia.de,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00
39,3130,1069,Restaurant ALvis,Albrechtstraße 8,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)",UNSER ANGEBOT:  Tagesgericht inkl. Vorspeise oder Dessert | 10€  Suppe des Tages | 5,False,,True,UNSER ANGEBOT:  Tagesgericht inkl. Vorspeise oder Dessert | 10€  Suppe des Tages | 5€. Abholung ist von Mo bis Fr in der Zeit von 12 bis 15 Uhr möglich,493030886560.0,https://www.alvis-restaurant.de/,kontakt@alvis-restaurant.de,11:00-18:00,11:00-18:00,11:00-18:00,11:00-18:00,11:00-18:00,11:00-18:00,11:00-18:00
40,3646,1244,Peking Ente Berlin,Voßstraße 1,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)",Chinesische Spezialitäten im Regierungsviertel,True,Lieferung innerhalb des S-Bahn-Rings,True,"Anrufen, bestellen, innerhalb von 20 Minuten abholen.",49302294523.0,https://www.peking-ente-berlin.de,tang@peking-ente-berlin.de,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,13:00-20:00,
41,64,22,STADTSALAT GmbH,Friedrichstraße 113,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)",Gesunde Salate und Bowls,True,Wir liefern frische Salate & Bowls kontaktlosen umweltfreundlichen Verpackungen und ausschließlich mit dem Rad. Vegetarische & Vegane Optionen,True,Bestellungen zum Abholen müssen über www.stadtsalat.de vorbestellt werden.,493027890410.0,https://stadtsalat.de/hamburg,lecker@stadtsalat.de,11:30-20:30,11:30-20:30,11:30-20:30,11:30-20:30,11:30-20:30,12:30-20:30,12:30-20:30
42,2368,809,Sofacompany,Leipziger Straße 63,10117,Furniture,"Unsere Mission: Den Design Möbel Markt revolutionieren. Für uns ist das Sofa das Herzstück in jedem Zuhause. Deshalb haben wir es uns zur Aufgabe gemacht, die alt eingesessene Möbelindustrie herauszufordern und hochwertiges, dänisches Design für jedermann zugänglich zu machen.",True,Wir liefern innerhalb von 14 Tagen - 100% kontaktlose Lieferung - Wir liefern bis an deine Wohnungstür - Unsere Logistikpartner sind besonders vorsichtig und liefern dein Paket kontaktlos an dich aus.,True,"Hole dir Tipps und Ratschläge, welches Sofa am besten zu dir passt indem du unseren Chat kontaktierst. Der Chat ist von Montag bis Sonntag von 09:00-21:00 für dich besetzt. Vereinbare dann einfach einen Abholtermin mit unseren Mitarbeitern vor Ort im Showroom.",4930403630530.0,https://de.sofacompany.com/,info-de@sofacompany.com,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00
43,2374,811,Sash & Fritz Deutscher Wodka GmbH,Mohrenstraße 30,10117,Other,Manufaktur für Wodka und Gin,True,,False,,493020607540.0,https://www.sashundfritz.de,Bestellung@sashundfritz.de,,,,,,,
44,334,113,Restaurant theNOname,Oranienburger Straße 32,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)","hausgemachte Ravioli mit verschiedenen, Fine-Dining-Füllungen, gerne auch mit dem passenden Wein",True,"Lieferung nach Mitte, Kreuzberg, Friedrichshain und Prenzlauer Berg zwischen 12-19 Uhr",True,"Abholungen vor Ort zwischen 12-19 Uhr, bitte 10-15 min einkalkulieren.",493028877788.0,https://www.the-noname.de,info@the-noname.de,,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,
45,3154,1078,Restaurant acht&dreissig,Oranienburger Straße 38,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)",moderne deutsche Küche,True,Lieferung in Berlin-Mitte,True,,493037465031.0,https://www.restaurant38berlin.de,info@restaurant38berlin.de,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,15:00-20:00,
46,3418,1168,Cadadia Suppenbar & Catering,Charlottenstraße 63,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)","Urbaner Lifestyle auch beim Lunch: Genießen Sie unsere frischen und gesunden Suppen, Salate, Quiches, Tartes und Desserts in einem stilvollen und relaxtem Ambiente.",True,"Lieferungen nur in PLZ 10117, 10178, 10969, 10785",True,,493034620808.0,https://www.cadadia.com/,info@cadadia.com,11:00-16:00,11:00-16:00,11:00-16:00,11:00-16:00,11:00-16:00,,
47,3424,1170,SOUPKULTUR,Markgrafenstraße 22,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)","Urbaner Lifestyle auch beim Lunch: Genießen Sie unsere frischen und gesunden Suppen, Salate, Pasta- und Reisgerichte und Desserts in einem stilvollen und relaxtem Ambiente.",False,,True,,493020214714.0,https://www.cadadia.com/,info@cadadia.com,11:30-14:00,11:30-14:00,11:30-14:00,11:30-14:00,11:30-14:00,,
48,2674,912,Chupenga Burritos & Salads,Mohrenstraße 42,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)",Kalifornisch-Mexikanische Küche,True,"Mitte, Prenzlauer Berg, Kreuzberg, Friedrichshain",True,Bestellungen zum Abholen können 24h bis 30min vorher aufgegeben werden.,493023936961.0,https://www.chupenga.de,mail@chupenga.com,11:30-15:00,11:30-15:00,11:30-15:00,11:30-15:00,11:30-15:00,,
49,2164,740,Blumen MARSANO GmbH,Charlottenstraße 75,10117,Flower Shop,tolle Sträuße zu jedem Anlaß,True,Lieferung in ganz Berlin,True,"Bestellungen per Telefon, Mail oder im Onlineshop können im Zeitraum von 10-17 Uhr bei uns abgeholt werden. Bestellungen die bis 10 Uhr bei uns eingehen können am gleichen Tag geliefert werden.",49302061473.0,https://www.marsano-berlin.de,info@marsano-berlin.de,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-16:00,
50,3457,932,Ristorante Pizzeria Roma,Friedrichstraße 129,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)",Italienische Küche,True,,True,,493028878785.0,https://roma-ristorante.de,roma-berlin@hotmail.de,,,,,,,
51,391,132,Subway Friedrichstraße,Friedrichstraße 114,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)",Amerikanische Küche,True,www.Lieferando.de,True,,493040743335.0,https://www.dein-subway.de,Subway-Friedrichstrasse@ok.de,09:30-20:00,09:30-20:00,09:30-20:00,09:30-20:00,09:30-20:00,11:00-20:00,11:00-20:00
52,907,315,"Treffpunkt Berlin ""Alt-Berliner Kneipe""",Mittelstraße 55,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)",Deutsche und Berliner Küche,False,,True,,49302041819.0,,treffpunktberlin@freenet.de,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,,
53,916,318,Berlin Capital Club,Mohrenstraße 30,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)","Grillspezialitäten, Spargel, Rinderfilet, Lammkeule etc.",True,"Liefergebiet: Berlin und Potsdam. Bitte geben Sie bei Bestellung die Lieferadresse (evtl. Informationen zum Stockwerk o.ä.), Telefonnummer für Rückfragen und ein Lieferfenster von mindestens 2 Stunden an.",True,Bestellungen nehmen wir von Montag bis Samstag von 12.00 bis 18.00 Uhr. Bitte geben Sie bei Ihrer Bestellung den gewünschten Abholtag und die Abholzeit an.,49302062976.0,https://www.berlincapitalclub.de/de,events@berlincapitalclub.de,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,
54,1699,583,Anand - Indisches Restaurant,Albrechtstraße 12,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)","Indische Küche, Parontha, Chicken Korma, Naan, Dosa, Vegane und Vegetarische Gerichte",True,,True,,4915232162750.0,https://restaurant-anand.de/,balvir1970@hotmail.de,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:30
55,3496,1193,ERDINGER am Gendarmenmarkt,Jägerstraße 56,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)",Bayrische Köstlichkeiten zum Mitnehmen,False,,True,Wir bieten ab dem 20. April täglich von 12.00 bis 18.00 unser Mittagsmenü zum Mitnehmen an,4930208799800.0,https://erdingerberlin.de/,info@erdingerberlin.de,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00
56,2734,933,Cookies Cream / Crackers,Behrenstraße 55,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)","Four course menu by Stephan Hentschel, head chef of Cookies Cream",True,"Orders placed on the same day must be placed by 16:30. Our delivery area is limited to the inner ring of Berlin however, we can deliver outside this area upon request.",False,,4930403689191.0,https://cookies.show/,hello@cookies.show,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00
57,445,150,McDonald's Friedrichstraße,Friedrichstraße 141-142,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)",McDonald's,True,Über www.lieferando.de sind Bestellungen vorzunehmen.,True,Jederzeit innerhalb der Öffnungszeiten von 07.00h-22.00h vor Ort zu bestellen und abzuholen. Eine Vorbestellung ist nicht nötig.,493020074936.0,https://www.mcdonalds-olivermix.de,91539@restaurant.de.mcd.com,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00
58,3007,1028,BLOCK HOUSE Friedrichstraße,Friedrichstraße 100,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)",In ganz Deutschland steht BLOCK HOUSE für zarte Steaks und frische Produkte.,False,,True,BLOCK HOUSE. Außer House! Auswählen! Anrufen! Abholen!,493020074377.0,https://www.block-house.de/restaurant/friedrichstrasse/,online@block-house.de,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00
59,3265,1116,Furnilovers.com,Leipziger Platz 16,10117,Furniture,Designer Moebel online kaufen,True,Wir liefern Bestellungen Deutschlandsweit,False,,4930403656051.0,https://furnilovers.com,shop@furnilovers.com,,,,,,,
60,706,242,Marienkäfer(ehem. Muckrakers),Marienstraße 18,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)","Pizza,Salate,Nudelgerichte",True,,True,,493032303532.0,,,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,
61,3271,1118,Ristorante Vino e Basilico,Tucholsky Straße 18/20,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)","italienische Küche. Antipasti, Pasta, Hauptgänge, Desserts",True,"Lieferungen ab 20 Euro, in Mitte, Fhain, Kreuzberg und Prenzl'berg und nach Absprache.",True,"Bestellungen sind zwischen 17 und 21 Uhr von Dienstag bis Samstag, telefonisch oder vor Ort möglich .",493027878885.0,https://www.vinoebasilico.com,info@vinoebasilico.com,,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,
62,736,252,Machiavelli Mitte,Albrecht Straße 13,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)","Pizza, Pasta,Salate,Fisch,Fleisch,Desserts",True,"Wir liefern in Mitte, Tiergarten, Friedrichshain, Wedding, Moabit",True,Sie können täglich von 11-21h bei uns abholen,493028046401.0,https://wew.machiavelli-berlin.de,albrechtstrasse@machiavelli-berlin.de,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00
63,739,253,Restaurant Nanoosh,Mohrenstraße 50,10117,"Food service (Café, Restaurant, Diner, Grocery, etc.)",Hummus basiertes mediterranes organic Food Restaurant,True,"Lieferung frei Haus innerhalb von 5 km und Mindestbestellwert von 15,00€/ nur Mo-Fr",True,Abholungen Mo-Fr von 11:30-14:30 / 18:00-21:00,493020143870.0,https://www.nanoosh-germany.de,eat@nanoosh.de,11:00-14:30 & 18:00-21:00,11:00-14:30 & 18:00-21:00,11:00-14:30 & 18:00-21:00,11:00-14:30 & 18:00-21:00,11:00-14:30 & 18:00-21:00,,
64,1252,433,Gormen UG,Oberwallstraße 6,10117,Other,Messtechnik,True,"Wir beliefern alle Firmen, in ganz Deutschland!",False,,493020459836.0,https://www.gormen.de/,office@gormen.de,07:30-16:00,07:30-16:00,07:30-16:00,07:30-16:00,07:30-12:00,,
